rank,korean_spelling,english_spelling_romanization,frequency_band,syllables,token_note,source_url
1902,안마,anma,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1903,어쩔,eojjeol,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1904,의심,uisim,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1905,익숙,iksuk,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1906,자라,jara,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1907,작동,jakdong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1908,재판,jaepan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1909,제조,jejo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1910,체포,chepo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1911,클릭,keulrik,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1912,트리,teuri,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1913,팝,pap,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1914,한국어,hangugeo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1915,항공,hanggong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1916,확대,hwakdae,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1917,확정,hwakjeong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1918,검증,geomjeung,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1919,고용,goyong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1920,고향,gohyang,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1921,공급,gonggeup,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1922,공기,gonggi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1923,군사,gunsa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1924,녀석,nyeoseok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1925,농구,nonggu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1926,둔,dun,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1927,리더,rideo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1928,만났,mannat,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1929,맺,maet,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1930,삭제,sakje,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1931,살인,sarin,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1932,소중,sojung,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1933,실행,silhaeng,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1934,에게서,egeseo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1935,연출,yeonchul,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1936,예쁘,yeppeu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1937,오사카,osaka,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1938,으신,eusin,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1939,자식,jasik,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1940,재산,jaesan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1941,전공,jeongong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1942,조각,jogak,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1943,주간,jugan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1944,지시,jisi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1945,최저,choejeo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1946,콘,kon,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1947,태풍,taepung,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1948,파트너,pateuneo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1949,할머니,halmeoni,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1950,개선,gaeseon,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1951,걔,gyae,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1952,계기,gyegi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1953,그대,geudae,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1954,근거,geungeo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1955,놀이,nori,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1956,닉,nik,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1957,단독,dandok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1958,당한,danghan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1959,돌려,dolryeo,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1960,드디어,deudieo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1961,룸,rum,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1962,박근혜,bakgeunhye,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1963,반복,banbok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1964,본다,bonda,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1965,봅니다,bopnida,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1966,세우,seu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1967,셔,syeo,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1968,시각,sigak,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1969,신화,sinhwa,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1970,아이돌,aidol,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1971,알리,alri,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1972,엄청난,eomcheongnan,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1973,예쁜,yeppeun,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1974,오히려,ohiryeo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1975,외국,oeguk,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1976,인류,inryu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1977,인한,inhan,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1978,장르,jangreu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1979,전용,jeonyong,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1980,전해,jeonhae,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1981,짜리,jjari,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1982,최대한,choedaehan,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1983,탈출,talchul,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1984,혐의,hyeomui,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1985,형식,hyeongsik,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1986,흥미,heungmi,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1987,가스,gaseu,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1988,감염,gamyeom,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1989,교체,gyoche,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1990,구속,gusok,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1991,구입,guip,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1992,금융,geumyung,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1993,기독교,gidokgyo,1001-2000,3,Frequency token/form,https://github.com/rspeer/wordfreq
1994,꼴,kkol,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1995,드릴게요,deurilgeyo,1001-2000,4,Frequency token/form,https://github.com/rspeer/wordfreq
1996,따른,ttareun,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1997,로봇,robot,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
1998,롤,rol,1001-2000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
1999,롯데,rotde,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2000,마이,mai,1001-2000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2001,만날,mannal,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2002,모아,moa,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2003,무역,muyeok,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2004,바이러스,baireoseu,2001-3000,4,Frequency token/form,https://github.com/rspeer/wordfreq
2005,박스,bakseu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2006,반드시,bandeusi,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2007,보수,bosu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2008,봉,bong,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2009,빠져,ppajyeo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2010,세포,sepo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2011,스트레스,seuteureseu,2001-3000,4,Frequency token/form,https://github.com/rspeer/wordfreq
2012,신뢰,sinroe,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2013,에겐,egen,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2014,영혼,yeonghon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2015,인데요,indeyo,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2016,장군,janggun,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2017,전시,jeonsi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2018,제기,jegi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2019,종이,jongi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2020,지하철,jihacheol,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2021,켜,kyeo,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2022,탄생,tansaeng,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2023,특성,teukseong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2024,평,pyeong,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2025,표정,pyojeong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2026,향,hyang,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2027,협상,hyeopsang,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2028,감동,gamdong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2029,강하,gangha,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2030,경주,gyeongju,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2031,공무원,gongmuwon,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2032,구축,guchuk,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2033,그램,geuraem,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2034,기구,gigu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2035,넷,net,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2036,는다는,neundaneun,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2037,다수,dasu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2038,대행,daehaeng,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2039,도서관,doseogwan,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2040,돼요,dwaeyo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2041,리스트,riseuteu,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2042,반면,banmyeon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2043,벗어나,beoseona,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2044,벨,bel,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2045,분노,bunno,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2046,빵,ppang,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2047,사례,sarye,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2048,셔야,syeoya,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2049,어라,eora,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2050,어려운,eoryeoun,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2051,언젠가,eonjenga,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2052,온도,ondo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2053,워,wo,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2054,임무,immu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2055,정체,jeongche,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2056,제임스,jeimseu,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2057,조성,joseong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2058,지배,jibae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2059,청주,cheongju,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2060,체결,chegyeol,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2061,타임,taim,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2062,태어나,taeeona,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2063,패션,paesyeon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2064,하드,hadeu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2065,학과,hakgwa,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2066,한국인,hangugin,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2067,허,heo,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2068,헌법,heonbeop,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2069,가게,gage,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2070,갑,gap,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2071,개정,gaejeong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2072,거쳐,geochyeo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2073,게다가,gedaga,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2074,그날,geunal,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2075,그동안,geudongan,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2076,꺼내,kkeonae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2077,끼리,kkiri,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2078,내내,naenae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2079,단위,danwi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2080,담배,dambae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2081,대선,daeseon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2082,레드,redeu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2083,머,meo,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2084,물리,mulri,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2085,박물관,bakmulgwan,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2086,버,beo,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2087,베트남,beteunam,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2088,봐도,bwado,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2089,셀,sel,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2090,소장,sojang,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2091,신부,sinbu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2092,어른,eoreun,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2093,역대,yeokdae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2094,요새,yosae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2095,이틀,iteul,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2096,인가요,ingayo,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2097,일어났,ireonat,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2098,재단,jaedan,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2099,창조,changjo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2100,측면,cheukmyeon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2101,켄,ken,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2102,테스트,teseuteu,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2103,피곤,pigon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2104,합의,habui,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2105,행,haeng,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2106,행성,haengseong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2107,허가,heoga,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2108,강의,gangui,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2109,고기,gogi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2110,깨끗,kkaekkeut,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2111,너무나,neomuna,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2112,눈물,nunmul,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2113,는다고,neundago,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2114,니깐,nikkan,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2115,닫,dat,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2116,대형,daehyeong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2117,도전,dojeon,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2118,떨어져,tteoreojyeo,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2119,라디오,radio,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2120,래요,raeyo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2121,러브,reobeu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2122,로마,roma,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2123,린,rin,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2124,맞추,matchu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2125,맞춰,matchwo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2126,멋지,meotji,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2127,모임,moim,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2128,바라보,barabo,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2129,블루,beulru,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2130,사기,sagi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2131,사무실,samusil,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2132,서버,seobeo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2133,성우,seongu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2134,스페셜,seupesyeol,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2135,신용,sinyong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2136,실력,silryeok,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2137,싱,sing,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2138,씨발,ssibal,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2139,어울리,eoulri,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2140,웃음,useum,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2141,으므로,eumeuro,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2142,의도,uido,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2143,이리,iri,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2144,이외,ioe,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2145,일어난,ireonan,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2146,자치,jachi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2147,조치,jochi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2148,종료,jongryo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2149,주위,juwi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2150,챔피언,chaempieon,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2151,키우,kiu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2152,팅,ting,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2153,경남,gyeongnam,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2154,경력,gyeongryeok,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2155,고정,gojeong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2156,공공,gonggong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2157,국립,gukrip,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2158,권한,gwonhan,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2159,놀라,nolra,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2160,닮,dam,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2161,도대체,dodaeche,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2162,되게,doege,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2163,딴,ttan,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2164,런,reon,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2165,모자,moja,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2166,무섭,museop,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2167,방해,banghae,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2168,범위,beomwi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2169,부스,buseu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2170,상징,sangjing,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2171,새벽,saebyeok,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2172,선발,seonbal,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2173,소스,soseu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2174,순수,sunsu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2175,슈퍼,syupeo,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2176,아닌데,aninde,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2177,아라,ara,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2178,엠,em,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2179,으세요,euseyo,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2180,이기,igi,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2181,인하,inha,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2182,임신,imsin,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2183,쟤,jyae,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2184,전문가,jeonmunga,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2185,즐거운,jeulgeoun,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2186,지도자,jidoja,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2187,지수,jisu,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2188,콜,kol,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2189,튀,twi,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2190,펜,pen,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2191,한정,hanjeong,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2192,후회,huhoe,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2193,가방,gabang,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2194,곁,gyeot,2001-3000,1,"Single-syllable high-frequency form; may be a bound form, particle, noun, or stem",https://github.com/rspeer/wordfreq
2195,그분,geubun,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2196,노동자,nodongja,2001-3000,3,Frequency token/form,https://github.com/rspeer/wordfreq
2197,대만,daeman,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
2198,대장,daejang,2001-3000,2,Frequency token/form,https://github.com/rspeer/wordfreq
